forma,tipo,sub_tipo
violenta,Envenenamiento de intencion no determinada,Envenenamiento por y  exposición a otros gases y vapores de intención no determinada
violenta,Envenenamiento de intencion no determinada,Envenenamiento por y exposición a plaguicidas de intención no determinada
violenta,Envenenamiento de intencion no determinada,Envenenamiento por y exposición a otros productos químicos y sustancias nocivas y los no especificados de intención no determinada
violenta,Acto violento de intencion no determinada,Ahorcamiento estrangulamiento y sofocación de intención no determinada
violenta,Acto violento de intencion no determinada,Ahogamiento y sumersión de intención no determinada
violenta,Acto violento de intencion no determinada,Disparo de arma corta de intención no determinada
violenta,Acto violento de intencion no determinada,Disparo de rifle escopeta y arma larga de intención no determinada
violenta,Acto violento de intencion no determinada,Disparo de otras armas de fuego y las no especificadas de intención no determinada
violenta,Acto violento de intencion no determinada,Contacto traumático con material explosivo de intención no determinada
violenta,Acto violento de intencion no determinada,Exposición al humo fuego y llamas de intención no determinada
violenta,Acto violento de intencion no determinada,Contacto con vapor de agua vapores y objetos calientes de intención no determinada
violenta,Acto violento de intencion no determinada,Contacto traumático con objeto cortante de intención no determinada
violenta,Acto violento de intencion no determinada,Contacto traumático con objeto romo o sin filo de intención no determinada
violenta,Acto violento de intencion no determinada,Caída salto o empujón desde lugar elevado de intención no determinada
violenta,Acto violento de intencion no determinada,Caída permanencia o carrera delante o hacia objeto en movimiento de intención no determinada
violenta,Acto violento de intencion no determinada,Colisión de vehículo de motor de intención no determinada
violenta,Acto violento de intencion no determinada,Otros eventos especificados de intención no determinada
violenta,Acto violento de intencion no determinada,Evento no especificado de intención no determinada
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Corte punción perforación o hemorragia no intencional durante la atención médica y quirúrgica
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Objeto extraño dejado accidentalmente en el cuerpo durante la atención médica y quirúrgica
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Fallas en la esterilización durante la atención médica y quirúrgica
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Falla en la dosificación durante la atención médica y quirúrgica
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Medicamentos o sustancias biológicas contaminados
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Otros incidentes durante la atención médica y quirúrgica
violenta,Malapraxis o Procedmiento Medico con efectos adversos,No administración de la atención médica y quirúrgica
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Incidentes no especificados durante la atención médica y quirúrgica
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Dispositivos de anestesiología asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Dispositivos cardiovasculares asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Dispositivos otorrinolaringológicos asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Dispositivos de gastroenterología y urología asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Dispositivos para uso hospitalario general y personal asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Dispositivos neurológicos asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Dispositivos ginecológicos y obstétricos asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Dispositivos oftálmicos asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Aparatos radiológicos asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Dispositivos ortopédicos asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Aparatos de medicina física asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Dispositivos de cirugía general y plástica asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Otros dispositivos médicos y los no especificados asociados con incidentes adversos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Cirugía y otros procedimientos quirúrgicos como la causa de reacción anormal del paciente o de complicación posterior sin mención de incidente en el momento de efectuar el procedimiento
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Otros procedimientos médicos como la causa de reacción anormal del paciente o de complicación posterior sin mención de incidente en el momento de efectuar el procedimiento
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Necesidad de inmunización contra enfermedad bacteriana única
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Necesidad de inmunización contra ciertas enfermedades virales
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Necesidad de inmunización contra otras enfermedades virales únicas
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Necesidad de inmunización contra otras enfermedades infecciosas únicas
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Necesidad de inmunización contra combinaciones de enfermedades infecciosas
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Inmunización no realizada
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Necesidad de otras medidas profilácticas
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Atención para la anticoncepción
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Atención para la procreación
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Examen y prueba del embarazo
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Estado de embarazo incidental
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Supervisión de embarazo normal
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Supervisión de embarazo de alto riesgo
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Pesquisas prenatales
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Producto del parto
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Nacidos vivos según lugar de nacimiento
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Examen y atención del postparto
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Cirugía profiláctica
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Procedimientos para otros propósitos que no sean los de mejorar el estado de salud
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Cuidados posteriores a la cirugía plástica
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Atención de orificios artificiales
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Prueba y ajuste de dispositivos protésicos externos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Asistencia y ajuste de dispositivos implantados
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Prueba y ajuste de otros dispositivos
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Otros cuidados posteriores a la ortopedia
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Otros cuidados posteriores a la cirugía
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Cuidados relativos al procedimiento de diálisis
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Atención por el uso de procedimientos de rehabilitación
violenta,Malapraxis o Procedmiento Medico con efectos adversos,Otra atención médica
violenta,Efectos Adversos,Efectos adversos de antibióticos sistémicos
violenta,Efectos Adversos,Efectos adversos de otros antiinfecciosos y antiparasitarios sistémicos
violenta,Efectos Adversos,Efectos adversos de hormonas y sus sustitutos sintéticos y antagonistas no clasificados en otra parte
violenta,Efectos Adversos,Efectos adversos de agentes sistémicos primarios
violenta,Efectos Adversos,Efectos adversos de agentes que afectan primariamente los constituyentes de la sangre
violenta,Efectos Adversos,Efectos adversos de drogas analgésicas antipiréticas y antiinflamatorias
violenta,Efectos Adversos,Efectos adversos de drogas antiepilépticas y antiparkinsonianas
violenta,Efectos Adversos,Efectos adversos de drogas sedantes hipnóticas y ansiolíticas
violenta,Efectos Adversos,Efectos adversos de gases anestésicos y terapéuticos
violenta,Efectos Adversos,Efectos adversos de drogas psicotrópicas no especificadas en otra parte
violenta,Efectos Adversos,Efectos adversos de estimulantes del sistema nervioso central no clasificados en otra parte
violenta,Efectos Adversos,Efectos adversos de drogas que afectan primariamente el sistema nervioso autónomo
violenta,Efectos Adversos,Efectos adversos de agentes que afectan primariamente el sistema cardiovascular
violenta,Efectos Adversos,Efectos adversos de agentes que afectan primariamente el sistema gastrointestinal
violenta,Efectos Adversos,Efectos adversos de agentes que afectan primariamente el equilibrio hídrico y el metabolismo mineral y del ácido úrico
violenta,Efectos Adversos,Efectos adversos de agentes que actúan primariamente sobre los músculos lisos y estriados y sobre el sistema respiratorio
violenta,Efectos Adversos,Efectos adversos de agentes tópicos que afectan primariamente la piel y las membranas mucosas y drogas oftalmológicas otorrinolaringológicas y dentales
violenta,Efectos Adversos,Efectos adversos de otras drogas y medicamentos y los no especificados
violenta,Efectos Adversos,Efectos adversos de vacunas bacterianas
violenta,Efectos Adversos,Efectos adversos de otras vacunas y sustancias biológicas y las no especificadas
violenta,Secuelas,Secuelas de traumatismos de la cabeza
violenta,Secuelas,Secuelas de traumatismos del cuello y del tronco
violenta,Secuelas,Secuelas de traumatismos de miembro superior
violenta,Secuelas,Secuelas de traumatismos de miembro inferior
violenta,Secuelas,Secuelas de traumatismos que afectan múltiples regiones del cuerpo y las no especificadas
violenta,Secuelas,Secuelas de quemaduras corrosiones y congelamientos
violenta,Secuelas,Secuelas de envenenamientos por drogas medicamentos y sustancias biológicas
violenta,Secuelas,Secuelas de efectos  tóxicos de sustancias de procedencia principalmente no medicinal
violenta,Secuelas,Secuelas de otros efectos y los no especificados de causas externas
violenta,Secuelas,Secuelas de accidentes de transporte
violenta,Secuelas,Secuelas de otros accidentes
violenta,Secuelas,Secuelas de lesiones autoinfligidas intencionalmente agresiones y eventos de intención no determinada
violenta,Secuelas,Secuelas con atención médica y quirúrgica como causa externa
violenta,Secuelas,Secuelas de otras causas externas
violenta,"Examen, Observacion o Control Medico",Examen general e investigación de personas sin quejas o sin diagnóstico informado
violenta,"Examen, Observacion o Control Medico",Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado
violenta,"Examen, Observacion o Control Medico",Exámenes y contactos para fines administrativos
violenta,"Examen, Observacion o Control Medico",Observación y evaluación médicas por sospecha de enfermedades y afecciones
violenta,"Examen, Observacion o Control Medico",Examen y observación por otras razones
violenta,"Examen, Observacion o Control Medico",Examen de seguimiento consecutivo al tratamiento por tumor maligno
violenta,"Examen, Observacion o Control Medico",Examen de seguimiento consecutivo a tratamiento por otras afecciones diferentes a tumores malignos
violenta,"Examen, Observacion o Control Medico",Control general de salud de rutina de subpoblaciones definidas
violenta,"Examen, Observacion o Control Medico",Examen de pesquisa especial para enfermedades infecciosas y parasitarias
violenta,"Examen, Observacion o Control Medico",Examen de pesquisa especial para tumores
violenta,"Examen, Observacion o Control Medico",Examen de pesquisa especial para otras enfermedades y trastornos
violenta,Alcohol,Evidencia de alcoholismo determinada por el nivel de alcohol en la sangre
violenta,Alcohol,Evidencia de alcoholismo determinada por el nivel de intoxicación
violenta,Afecciones de Entorno,Afección nosocomial
violenta,Afecciones de Entorno,Afección relacionada con el trabajo
violenta,Afecciones de Entorno,Afección relacionada con la contaminación ambiental
violenta,Afecciones de Entorno,Afección relacionada con el estilo de vida
violenta,Otras causas violentas,Intervención legal
violenta,Otras causas violentas,Operaciones de guerra
violenta,Otras causas violentas,Donantes de órganos y tejidos
violenta,Otras causas violentas,Persona en contacto con los servicios de salud para procedimientos específicos no realizados
violenta,Otras causas violentas,Convalecencia
violenta,Otras causas violentas,Problemas relacionados con la educación y la alfabetización
violenta,Otras causas violentas,Problemas relacionados con el empleo y el desempleo
violenta,Otras causas violentas,Exposición a factores de riesgo ocupacional
violenta,Otras causas violentas,Problemas relacionados con el ambiente físico
violenta,Otras causas violentas,Problemas relacionados con la vivienda y las circunstancias económicas
violenta,Otras causas violentas,Problemas relacionados con el ambiente social
violenta,Otras causas violentas,Problemas relacionados con hechos negativos en la niñez
violenta,Otras causas violentas,Otros problemas relacionados con la crianza del niño
violenta,Otras causas violentas,Otros problemas relacionados con el grupo primario de apoyo inclusive circunstancias familiares
violenta,Otras causas violentas,Problemas relacionados con ciertas circunstancias psicosociales
violenta,Otras causas violentas,Problemas relacionados con otras circunstancias psicosociales
violenta,Otras causas violentas,Consulta relacionada con actitud conducta u orientación sexual
violenta,Otras causas violentas,Personas en contacto con los servicios de salud por otras consultas y consejos médicos no clasificados en otra parte
violenta,Otras causas violentas,Problemas relacionados con el estilo de vida
violenta,Otras causas violentas,Problemas relacionados con dificultades con el modo de vida
violenta,Otras causas violentas,Problemas relacionados con dependencia del prestador de servicios
violenta,Otras causas violentas,Problemas relacionados con facilidades de atención médica u otros servicios de salud
violenta,Otras causas violentas,Personas en contacto con los servicios de salud por otras circunstancias
violenta,Otras causas violentas,Historia familiar de tumor maligno
violenta,Otras causas violentas,Historia familiar de trastornos mentales y del comportamiento
violenta,Otras causas violentas,Historia familiar de ciertas discapacidades y enfermedades crónicas incapacitantes
violenta,Otras causas violentas,Historia familiar de otros trastornos específicos
violenta,Otras causas violentas,Historia familiar de otras afecciones
violenta,Otras causas violentas,Historia personal de tumor maligno
violenta,Otras causas violentas,Historia personal de algunas otras enfermedades
violenta,Otras causas violentas,Historia personal de otras enfermedades y afecciones
violenta,Otras causas violentas,Historia personal de alergia a drogas medicamentos y sustancias biológicas
violenta,Otras causas violentas,Ausencia adquirida de miembros
violenta,Otras causas violentas,Ausencia adquirida de órganos no clasificada en otra parte
violenta,Otras causas violentas,Historia personal de factores de riesgo no clasificados en otra parte
violenta,Otras causas violentas,Historia personal de tratamiento médico
violenta,Otras causas violentas,Aberturas artificiales
violenta,Otras causas violentas,Órganos y tejidos trasplantados
violenta,Otras causas violentas,Presencia de implantes e injertos cardiovasculares
violenta,Otras causas violentas,Presencia de otros implantes funcionales
violenta,Otras causas violentas,Presencia de otros dispositivos
violenta,Otras causas violentas,Otros estados postquirúrgicos
violenta,Otras causas violentas,Dependencia de máquinas y dispositivos capacitantes no clasificada en otra parte
